sFileNumber,vCoverageType,vProduct,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
2301-202878,3860,Title and Escrow,1.00,76.00,1374.00,19.00,41.00,0.00,37.00
17-505883,3860,Property Report / O&E - Title Only,1.00,39.00,569.00,3.00,15.00,0.00,44.00
17-505884,3860,Property Report / O&E - Title Only,2.00,38.00,624.00,4.00,16.00,0.00,61.00
17-505885,3863,LCP & Sub-Escrow,2.00,55.00,842.00,5.00,16.00,0.00,35.00
2301-202879,3863,Title and Escrow,1.00,76.00,1369.00,17.00,57.00,0.00,93.00
17-505886,3862,Title Only,2.00,29.00,516.00,21.00,9.00,1.00,45.00
17-505887,3863,Title Only,0.00,21.00,262.00,1.00,5.00,1.00,45.00
17-505888,3860,Title Only,1.00,77.00,1404.00,24.00,47.00,0.00,156.00
17-505890,3863,Title Only,2.00,60.00,809.00,29.00,22.00,0.00,117.00
17-505891,3860,Property Report / O&E - Title Only,1.00,36.00,550.00,4.00,13.00,0.00,37.00
17-505893,3863,LCP - Title Only,1.00,38.00,659.00,4.00,17.00,0.00,19.00
17-505894,3860,Property Report / O&E - Title Only,2.00,37.00,593.00,4.00,12.00,0.00,36.00
17-505895,3863,Title & Full Escrow,2.00,84.00,1246.00,35.00,25.00,0.00,42.00
17-505896,3863,Title & Full Escrow,2.00,64.00,1034.00,21.00,28.00,0.00,37.00
17-505897,3860,Property Report / O&E - Title Only,1.00,37.00,608.00,3.00,11.00,0.00,42.00
17-505898,3863,Title Only,1.00,24.00,367.00,18.00,8.00,1.00,45.00
17-505899,3863,LCP - Title Only,1.00,39.00,862.00,4.00,21.00,0.00,41.00
17-505900,3863,LCP - Title Only,5.00,28.00,493.00,10.00,5.00,0.00,139.00
17-505901,3863,LCP - Title Only,1.00,34.00,629.00,4.00,11.00,0.00,43.00
17-505902,3863,Title Only,1.00,49.00,767.00,18.00,17.00,0.00,49.00
17-505904,3863,Title Only,1.00,35.00,586.00,21.00,14.00,0.00,34.00
2301-202882,3863,Title and Escrow,1.00,47.00,489.00,17.00,10.00,1.00,45.00
17-505906,3860,Property Report / O&E - Title Only,2.00,46.00,582.00,4.00,12.00,0.00,57.00
17-505907,3863,Property Report / O&E - Title Only,1.00,36.00,558.00,3.00,10.00,0.00,35.00
17-505908,3862,Title Only,1.00,65.00,898.00,17.00,27.00,0.00,44.00
17-505909,3860,Property Report / O&E - Title Only,1.00,37.00,571.00,3.00,11.00,0.00,35.00
17-505910,3860,Property Report / O&E - Title Only,1.00,24.00,311.00,3.00,5.00,1.00,45.00
17-505911,3863,Title Only,1.00,30.00,471.00,18.00,8.00,1.00,45.00
17-505912,3860,Property Report / O&E - Title Only,1.00,37.00,574.00,3.00,11.00,0.00,35.00
17-505913,3860,Title Only,0.00,33.00,436.00,0.00,15.00,1.00,45.00
17-505914,3863,Title Only,1.00,49.00,779.00,31.00,25.00,0.00,117.00
17-505915,3862,Title Only,1.00,59.00,869.00,18.00,29.00,0.00,75.00
17-505917,3863,Title Only,2.00,52.00,1071.00,18.00,27.00,0.00,62.00
17-505918,3863,Property Report / O&E - Title Only,1.00,33.00,539.00,6.00,8.00,0.00,91.00
17-505919,3863,Title & Full Escrow,1.00,87.00,1242.00,29.00,15.00,0.00,78.00
17-505920,3863,LCP - Title Only,1.00,42.00,654.00,5.00,10.00,0.00,27.00
17-505922,3862,Title & Full Escrow,2.00,60.00,900.00,20.00,20.00,0.00,47.00
17-505923,3863,LCP - Title Only,0.00,52.00,524.00,0.00,16.00,1.00,45.00
2301-202883,3860,Title and Escrow,2.00,55.00,844.00,21.00,23.00,1.00,45.00
17-505924,3862,Title & Full Escrow,1.00,76.00,1080.00,17.00,21.00,0.00,48.00
17-505925,3860,Title & Full Escrow,2.00,68.00,1045.00,23.00,27.00,0.00,41.00
17-505926,3860,Title & Full Escrow,1.00,76.00,1030.00,22.00,19.00,0.00,47.00
17-505929,3863,Title Only,1.00,46.00,751.00,19.00,14.00,0.00,44.00
17-505930,3863,LCP - Title Only,1.00,32.00,568.00,4.00,14.00,0.00,28.00
17-505931,3863,LCP - Title Only,1.00,35.00,605.00,4.00,6.00,0.00,34.00
2301-202886,3860,Title and Escrow,0.00,98.00,1585.00,11.00,47.00,0.00,76.00
2301-202887,3863,Title and Escrow,0.00,74.00,1284.00,16.00,38.00,0.00,28.00
17-505934,3863,Title Only,2.00,22.00,354.00,21.00,4.00,1.00,45.00
2301-202888,3860,Title and Escrow,2.00,112.00,1604.00,20.00,51.00,0.00,20.00
17-505936,3862,Title & Sub-Escrow,1.00,54.00,772.00,19.00,26.00,0.00,27.00
2301-202889,3860,Title and Escrow,4.00,50.00,594.00,24.00,12.00,1.00,45.00
17-505939,3860,Title Only,2.00,55.00,924.00,28.00,29.00,0.00,77.00
17-505940,3860,Title Only,1.00,56.00,1037.00,24.00,33.00,0.00,49.00
2301-202890,3860,Title and Escrow,6.00,58.00,727.00,30.00,27.00,1.00,45.00
17-505942,3863,Title & Full Escrow,0.00,67.00,871.00,18.00,15.00,0.00,28.00
17-505943,3862,Title & Full Escrow,1.00,41.00,353.00,17.00,8.00,1.00,45.00
17-505945,3863,LCP - Title Only,2.00,23.00,354.00,6.00,2.00,0.00,139.00
17-505947,3863,Title Only,0.00,22.00,247.00,1.00,3.00,1.00,45.00
17-505948,3860,Title Only,2.00,26.00,436.00,23.00,8.00,1.00,45.00
17-505949,3863,LCP - Title Only,1.00,30.00,577.00,5.00,13.00,0.00,28.00
17-505950,3863,LCP - Title Only,1.00,35.00,677.00,4.00,12.00,0.00,44.00
17-505951,3863,Title & Sub-Escrow,1.00,46.00,787.00,23.00,11.00,1.00,45.00
17-505952,3862,Title & Sub-Escrow,1.00,27.00,378.00,18.00,5.00,1.00,45.00
2301-202893,3863,Title and Escrow,0.00,83.00,1339.00,18.00,34.00,0.00,30.00
2301-202895,3863,Title and Escrow,1.00,67.00,1219.00,17.00,44.00,0.00,47.00
2301-202896,3863,Title and Escrow,0.00,72.00,1385.00,18.00,40.00,0.00,33.00
2301-202897,3863,Title and Escrow,2.00,84.00,1710.00,18.00,55.00,0.00,35.00
2301-202898,3863,Title and Escrow,1.00,66.00,1286.00,17.00,31.00,0.00,37.00
2301-202899,3863,Title and Escrow,1.00,84.00,1399.00,16.00,43.00,0.00,26.00
2301-202901,3860,Title and Escrow,0.00,40.00,280.00,1.00,6.00,1.00,45.00
17-505953,3863,LCP - Title Only,1.00,25.00,357.00,4.00,4.00,1.00,45.00
17-505954,3860,Title Only,1.00,30.00,427.00,22.00,7.00,1.00,45.00
17-505955,3863,Title & Full Escrow,1.00,45.00,429.00,18.00,7.00,1.00,45.00
2301-202903,3863,Title and Escrow,1.00,75.00,1391.00,20.00,56.00,0.00,47.00
2301-202905,3863,Title and Escrow,1.00,80.00,1747.00,6.00,35.00,0.00,40.00
17-505956,3860,Property Report / O&E - Title Only,1.00,38.00,540.00,4.00,10.00,0.00,63.00
2301-202906,3863,Title and Escrow,1.00,64.00,1168.00,17.00,42.00,0.00,35.00
17-505958,3860,Title Only,1.00,28.00,444.00,22.00,11.00,1.00,45.00
17-505960,3860,Title Only,1.00,62.00,1035.00,22.00,37.00,0.00,43.00
17-505962,3863,Title Only,1.00,75.00,1082.00,30.00,35.00,0.00,61.00
17-505963,3860,Title Only,2.00,31.00,485.00,23.00,12.00,1.00,45.00
2301-202907,3860,Title and Escrow,3.00,54.00,541.00,24.00,15.00,1.00,45.00
2301-202908,3863,Title and Escrow,1.00,51.00,573.00,7.00,6.00,1.00,45.00
17-505964,3860,TSG - Trustee Sale Guarantee,4.00,25.00,559.00,17.00,11.00,0.00,18.00
17-505965,3862,Title Only,1.00,24.00,371.00,17.00,7.00,1.00,45.00
17-505966,3863,TSG - Trustee Sale Guarantee,5.00,12.00,400.00,12.00,3.00,0.00,18.00
17-505967,3862,Title Only,1.00,24.00,441.00,20.00,8.00,1.00,45.00
17-505968,3863,Title & Sub-Escrow,1.00,34.00,442.00,18.00,9.00,1.00,45.00
17-505969,3863,LCP - Title Only,2.00,25.00,382.00,7.00,6.00,1.00,45.00
2301-202909,3860,Title and Escrow,0.00,93.00,1600.00,20.00,54.00,0.00,124.00
17-505971,3860,Title Only,2.00,75.00,1184.00,24.00,40.00,0.00,67.00
17-505973,3860,Property Report / O&E - Title Only,1.00,24.00,291.00,5.00,4.00,0.00,113.00
17-505976,3860,Property Report / O&E & Full Escrow,1.00,65.00,898.00,4.00,21.00,0.00,25.00
17-505978,3860,Property Report / O&E - Title Only,1.00,38.00,570.00,3.00,12.00,0.00,67.00
2301-202910,3860,Title and Escrow,0.00,90.00,1581.00,21.00,55.00,0.00,53.00
17-505980,3860,Property Report / O&E - Title Only,1.00,37.00,544.00,4.00,11.00,0.00,42.00
2301-202911,3860,Title and Escrow,2.00,89.00,1738.00,23.00,61.00,0.00,48.00
17-505982,3860,Property Report / O&E - Title Only,1.00,40.00,576.00,5.00,13.00,0.00,36.00
17-505983,3860,Property Report / O&E - Title Only,1.00,38.00,558.00,4.00,11.00,0.00,41.00
2301-202914,3863,Title and Escrow,0.00,95.00,1708.00,4.00,44.00,0.00,36.00
17-505985,3863,LCP & Sub-Escrow,2.00,41.00,708.00,5.00,16.00,0.00,20.00
17-505986,3863,Property Report / O&E - Title Only,2.00,39.00,602.00,8.00,14.00,0.00,49.00
17-505987,3863,Title Only,2.00,48.00,1026.00,24.00,33.00,0.00,118.00
17-505988,3863,Title Only,1.00,37.00,762.00,20.00,15.00,0.00,33.00
17-505989,3860,Property Report / O&E - Title Only,2.00,24.00,337.00,5.00,5.00,0.00,113.00
17-505990,3863,Property Report / O&E - Title Only,2.00,36.00,573.00,8.00,9.00,0.00,41.00
17-505991,3862,Title Only,1.00,55.00,1000.00,20.00,25.00,0.00,83.00
17-505992,3860,Property Report / O&E - Title Only,1.00,39.00,588.00,4.00,13.00,0.00,74.00
17-505993,3860,Property Report / O&E - Title Only,2.00,37.00,576.00,4.00,11.00,0.00,28.00
17-505994,3863,Title & Full Escrow,2.00,75.00,1075.00,30.00,17.00,0.00,47.00
2301-202915,3860,Title and Escrow,1.00,56.00,652.00,21.00,18.00,1.00,45.00
17-505995,3863,Title & Full Escrow,2.00,66.00,1003.00,20.00,23.00,0.00,43.00
17-505997,3862,Title & Sub-Escrow,1.00,61.00,1146.00,18.00,31.00,0.00,75.00
17-505998,3863,Title & Full Escrow,1.00,56.00,803.00,17.00,12.00,0.00,68.00
17-505999,3863,Title & Full Escrow,1.00,69.00,1040.00,17.00,19.00,0.00,106.00
17-506000,3863,Property Report / O&E - Title Only,1.00,20.00,294.00,10.00,5.00,0.00,113.00
17-506001,3863,Title Only,1.00,38.00,672.00,18.00,20.00,0.00,68.00
17-506003,3863,Title & Full Escrow,1.00,56.00,774.00,17.00,12.00,0.00,43.00
17-506004,3863,LCP - Title Only,1.00,34.00,591.00,4.00,15.00,0.00,25.00
17-506005,3863,LCP - Title Only,1.00,36.00,632.00,4.00,11.00,0.00,25.00
2301-202917,3863,Title and Escrow,1.00,83.00,1602.00,17.00,41.00,0.00,26.00
17-506006,3863,LCP - Title Only,8.00,27.00,546.00,14.00,3.00,0.00,138.00
17-506008,3863,Title & Full Escrow,0.00,126.00,878.00,2.00,33.00,1.00,45.00
2301-202918,3860,Title and Escrow,0.00,64.00,705.00,20.00,17.00,1.00,45.00
17-506009,3863,Title & Full Escrow,1.00,44.00,427.00,20.00,7.00,1.00,45.00
2301-202919,3860,Title and Escrow,1.00,100.00,1951.00,19.00,77.00,0.00,41.00
17-506010,3863,LCP - Title Only,1.00,36.00,703.00,4.00,16.00,0.00,43.00
17-506012,3863,LCP & Sub-Escrow,2.00,53.00,828.00,6.00,16.00,0.00,43.00
2301-202922,3860,Title and Escrow,1.00,82.00,1349.00,20.00,47.00,0.00,32.00
17-506014,3860,Title Only,1.00,27.00,449.00,22.00,10.00,1.00,45.00
17-506015,3863,LCP - Title Only,1.00,36.00,627.00,4.00,6.00,0.00,21.00
17-506017,3863,Title & Full Escrow,1.00,68.00,1066.00,21.00,22.00,0.00,70.00
2301-202924,3863,Title and Escrow,1.00,78.00,1222.00,19.00,41.00,0.00,20.00
2301-202925,3863,Title and Escrow,0.00,72.00,1216.00,26.00,32.00,0.00,25.00
17-506019,3863,LCP - Title Only,1.00,35.00,598.00,4.00,16.00,0.00,35.00
17-506020,3863,Title Only,1.00,37.00,749.00,18.00,21.00,0.00,36.00
17-506021,3860,Title Only,8.00,97.00,1753.00,38.00,60.00,0.00,103.00
17-506023,3863,Title & Full Escrow,2.00,63.00,932.00,20.00,22.00,0.00,28.00
17-506024,3860,Title Only,1.00,49.00,793.00,22.00,23.00,0.00,74.00
17-506025,3860,Title Only,1.00,26.00,468.00,23.00,17.00,1.00,45.00
2301-202927,3860,Title and Escrow,0.00,62.00,582.00,19.00,18.00,1.00,45.00
17-506026,3863,Title Only,1.00,35.00,381.00,19.00,11.00,1.00,45.00
17-506027,3863,LCP - Title Only,6.00,27.00,506.00,14.00,3.00,0.00,138.00
2301-202930,3863,Title and Escrow,1.00,67.00,1461.00,19.00,29.00,0.00,46.00
17-506028,3863,LCP - Title Only,1.00,36.00,621.00,4.00,8.00,0.00,18.00
2301-202932,3860,Title and Escrow,6.00,47.00,545.00,30.00,6.00,1.00,45.00
17-506029,3863,LCP - Title Only,7.00,23.00,397.00,19.00,2.00,0.00,138.00
17-506030,3863,Title Only,0.00,74.00,1185.00,16.00,22.00,0.00,26.00
2301-202933,3860,Title and Escrow,0.00,64.00,1085.00,18.00,44.00,0.00,25.00
17-506031,3863,Title Only,1.00,52.00,1039.00,21.00,36.00,0.00,103.00
17-506032,3863,Title Only,2.00,47.00,776.00,22.00,16.00,0.00,95.00
2301-202934,29189,Title and Escrow,0.00,58.00,603.00,1.00,19.00,1.00,45.00
2301-202935,3860,Title and Escrow,4.00,66.00,917.00,29.00,31.00,1.00,45.00
2301-202936,3860,Title and Escrow,2.00,114.00,2443.00,21.00,96.00,0.00,103.00
17-506033,3863,LCP - Title Only,1.00,31.00,579.00,4.00,13.00,0.00,22.00
2301-202937,3863,Title and Escrow,0.00,81.00,1294.00,16.00,37.00,0.00,35.00
17-506034,3863,Title & Sub-Escrow,1.00,30.00,362.00,17.00,4.00,1.00,45.00
17-506035,3863,Title & Sub-Escrow,1.00,57.00,938.00,18.00,25.00,0.00,52.00
17-506036,3860,Title Only,2.00,60.00,779.00,24.00,32.00,0.00,62.00
2301-202938,3860,Title and Escrow,3.00,66.00,1039.00,21.00,32.00,1.00,45.00
17-506037,3860,TSG - Trustee Sale Guarantee,1.00,19.00,474.00,15.00,8.00,0.00,17.00
17-506038,3863,TSG - Trustee Sale Guarantee,1.00,13.00,447.00,7.00,3.00,0.00,17.00
2301-202940,3863,Title and Escrow,1.00,86.00,1425.00,29.00,42.00,0.00,13.00
17-506039,3863,Title Only,1.00,48.00,730.00,31.00,19.00,0.00,35.00
2301-202941,3863,Title and Escrow,2.00,89.00,1506.00,29.00,41.00,1.00,45.00
17-506040,3863,LCP - Title Only,1.00,31.00,621.00,4.00,11.00,0.00,20.00
17-506041,3862,Title Only,1.00,36.00,687.00,19.00,13.00,1.00,45.00
2301-202943,29189,Title and Escrow,0.00,46.00,364.00,1.00,9.00,1.00,45.00
2301-202944,3860,Title and Escrow,6.00,52.00,798.00,36.00,10.00,1.00,45.00
17-506042,3863,Title & Full Escrow,2.00,55.00,561.00,20.00,18.00,1.00,45.00
17-506043,3862,Title Only,0.00,36.00,627.00,19.00,11.00,1.00,45.00
17-506044,3860,Property Report / O&E - Title Only,1.00,37.00,627.00,3.00,13.00,0.00,40.00
17-506045,3863,Property Report / O&E - Title Only,1.00,35.00,612.00,6.00,10.00,0.00,47.00
17-506046,3863,Property Report / O&E - Title Only,1.00,33.00,563.00,6.00,10.00,0.00,27.00
17-506049,3860,Property Report / O&E - Title Only,1.00,26.00,317.00,3.00,8.00,0.00,112.00
17-506050,3863,Property Report / O&E - Title Only,1.00,21.00,286.00,6.00,3.00,0.00,112.00
17-506051,3863,Property Report / O&E - Title Only,1.00,21.00,283.00,6.00,4.00,0.00,112.00
17-506052,3860,Property Report / O&E - Title Only,1.00,36.00,562.00,3.00,11.00,0.00,33.00
17-506053,3860,Title Only,1.00,46.00,768.00,22.00,19.00,0.00,32.00
17-506054,3860,Property Report / O&E - Title Only,1.00,24.00,287.00,3.00,4.00,0.00,112.00
17-506055,3863,Property Report / O&E - Title Only,1.00,35.00,569.00,6.00,8.00,0.00,27.00
2301-202945,3860,Title and Escrow,1.00,85.00,1498.00,19.00,48.00,0.00,61.00
17-506056,3860,Property Report / O&E - Title Only,1.00,36.00,539.00,3.00,11.00,0.00,42.00
17-506057,3863,LCP - Title Only,1.00,41.00,634.00,4.00,11.00,0.00,26.00
2301-202946,3863,Title and Escrow,1.00,82.00,1329.00,18.00,36.00,0.00,126.00
17-506058,3860,Property Report / O&E - Title Only,1.00,37.00,565.00,3.00,11.00,0.00,34.00
17-506059,3860,Property Report / O&E - Title Only,1.00,37.00,541.00,3.00,11.00,0.00,45.00
17-506060,3863,Title & Sub-Escrow,1.00,28.00,346.00,17.00,4.00,1.00,45.00
17-506061,3862,Title & Sub-Escrow,1.00,44.00,769.00,19.00,22.00,0.00,18.00
17-506062,3860,Title Only,1.00,87.00,1249.00,23.00,43.00,0.00,124.00
2301-202947,3863,Title and Escrow,0.00,66.00,997.00,15.00,31.00,0.00,103.00
17-506066,3860,Title Only,2.00,68.00,1070.00,23.00,34.00,0.00,41.00
17-506068,3863,Title & Full Escrow,2.00,62.00,1212.00,22.00,34.00,0.00,66.00
17-506070,3863,LCP - Title Only,1.00,35.00,669.00,4.00,10.00,0.00,17.00
2301-202948,3860,Title and Escrow,0.00,80.00,1328.00,20.00,37.00,0.00,73.00
17-506071,3863,Title Only,0.00,65.00,1204.00,18.00,27.00,0.00,35.00
17-506072,3863,LCP - Title Only,2.00,35.00,639.00,6.00,10.00,0.00,21.00
17-506073,3863,Title Only,1.00,50.00,704.00,18.00,22.00,0.00,38.00
17-506074,3863,LCP - Title Only,1.00,35.00,583.00,4.00,10.00,0.00,41.00
17-506076,3863,LCP - Title Only,3.00,33.00,536.00,8.00,15.00,0.00,137.00
2301-202950,3863,Title and Escrow,1.00,65.00,1031.00,16.00,30.00,0.00,19.00
2301-202951,3860,Title and Escrow,0.00,118.00,1390.00,20.00,46.00,0.00,26.00
17-506078,3863,Title Only,1.00,51.00,745.00,18.00,15.00,0.00,68.00
17-506079,3860,Property Report / O&E & Full Escrow,2.00,67.00,998.00,8.00,34.00,0.00,66.00
17-506080,3863,Title Only,1.00,40.00,735.00,18.00,22.00,0.00,26.00
2301-202952,3863,Title and Escrow,5.00,62.00,935.00,35.00,15.00,1.00,45.00
2301-202953,3863,Title and Escrow,0.00,80.00,1335.00,15.00,51.00,0.00,27.00
17-506081,3863,LCP & Sub-Escrow,3.00,50.00,801.00,7.00,19.00,0.00,69.00
17-506082,3863,LCP - Title Only,1.00,31.00,569.00,4.00,14.00,0.00,21.00
17-506083,3862,Title Only,2.00,52.00,773.00,19.00,25.00,0.00,38.00
2301-202955,3863,Title and Escrow,2.00,66.00,790.00,18.00,22.00,1.00,45.00
17-506085,3860,Reverse Mortgage - Title & Sub-Escrow,1.00,51.00,822.00,22.00,16.00,1.00,45.00
17-506086,3860,Title Only,11.00,33.00,577.00,33.00,12.00,1.00,45.00
17-506088,3860,Title & Full Escrow,2.00,66.00,921.00,22.00,18.00,0.00,46.00
17-506089,3863,Title Only,1.00,30.00,414.00,20.00,9.00,1.00,45.00
17-506090,3863,Title Only,2.00,60.00,1157.00,21.00,28.00,0.00,28.00
2301-202956,3860,Title and Escrow,1.00,72.00,1226.00,23.00,40.00,0.00,24.00
17-506093,3862,Title & Full Escrow,1.00,56.00,782.00,17.00,14.00,0.00,40.00
17-506094,3863,Title & Full Escrow,1.00,69.00,989.00,29.00,19.00,0.00,52.00
17-506095,3863,Title & Full Escrow,3.00,63.00,940.00,34.00,21.00,0.00,41.00
17-506096,3860,Title & Full Escrow,1.00,100.00,1406.00,12.00,42.00,0.00,45.00
17-506097,3863,Title Only,0.00,30.00,601.00,18.00,15.00,0.00,14.00
17-506098,3860,Title & Full Escrow,1.00,63.00,811.00,21.00,15.00,0.00,39.00
2301-202957,3863,Title and Escrow,0.00,82.00,1295.00,17.00,49.00,0.00,73.00
2301-202958,3860,Title and Escrow,4.00,89.00,1474.00,23.00,54.00,0.00,45.00
17-506099,3860,Title Only,1.00,48.00,845.00,23.00,22.00,0.00,53.00
17-506100,3860,Title & Full Escrow,1.00,85.00,1259.00,21.00,30.00,0.00,63.00
2301-202959,3860,Title Only,1.00,32.00,405.00,18.00,7.00,1.00,45.00
17-506103,3863,LCP - Title Only,1.00,31.00,565.00,4.00,16.00,0.00,21.00
2301-202960,3863,Title and Escrow,2.00,90.00,1639.00,18.00,67.00,0.00,105.00
17-506104,3860,Title & Sub-Escrow,1.00,31.00,351.00,21.00,10.00,1.00,45.00
17-506105,3863,LCP - Title Only,1.00,37.00,627.00,4.00,12.00,0.00,20.00
17-506106,3863,Title Only,1.00,45.00,724.00,20.00,18.00,0.00,55.00
17-506107,3863,Title & Sub-Escrow,1.00,50.00,796.00,18.00,20.00,0.00,25.00
17-506109,3863,Title & Full Escrow,2.00,63.00,954.00,21.00,20.00,0.00,66.00
17-506110,3863,LCP & Sub-Escrow,1.00,48.00,578.00,4.00,13.00,1.00,45.00
2301-202961,3863,Title and Escrow,3.00,81.00,1927.00,19.00,88.00,0.00,95.00
2301-202962,29189,Title and Escrow,0.00,68.00,1261.00,2.00,51.00,0.00,26.00
2301-202963,3860,Title and Escrow,0.00,81.00,1394.00,17.00,40.00,0.00,31.00
2301-202964,3863,Title and Escrow,1.00,62.00,1103.00,17.00,27.00,0.00,28.00
17-506111,3863,LCP - Title Only,1.00,25.00,381.00,4.00,4.00,1.00,45.00
17-506112,3863,Title & Sub-Escrow,2.00,69.00,1194.00,22.00,30.00,0.00,19.00
2301-202965,3863,Title and Escrow,1.00,77.00,1413.00,8.00,35.00,0.00,61.00
2301-202966,3863,Title and Escrow,1.00,87.00,1280.00,18.00,55.00,0.00,35.00
2301-202967,3863,Title and Escrow,1.00,99.00,1691.00,18.00,49.00,0.00,131.00
2301-202968,3860,Title and Escrow,0.00,74.00,1156.00,19.00,44.00,0.00,25.00
2301-202969,3860,Title and Escrow,0.00,46.00,487.00,27.00,8.00,1.00,45.00
2301-202970,3863,Title and Escrow,3.00,82.00,1482.00,19.00,46.00,0.00,130.00
2301-202971,3863,Title and Escrow,1.00,87.00,1776.00,28.00,57.00,0.00,34.00
17-506113,3860,Title Only,2.00,33.00,503.00,24.00,12.00,1.00,45.00
2301-202972,3863,Title and Escrow,0.00,73.00,1076.00,15.00,46.00,0.00,48.00
17-506114,3863,LCP - Title Only,1.00,32.00,583.00,4.00,14.00,0.00,25.00
2301-202973,3863,Title and Escrow,1.00,67.00,1268.00,16.00,40.00,0.00,46.00
2301-202974,29189,Title and Escrow,0.00,45.00,443.00,1.00,16.00,1.00,45.00
2301-202975,3863,Title and Escrow,2.00,78.00,1741.00,19.00,56.00,0.00,117.00
17-506115,3863,LCP - Title Only,1.00,35.00,641.00,4.00,11.00,0.00,32.00
17-506116,3863,LCP - Title Only,1.00,36.00,577.00,4.00,10.00,0.00,41.00
17-506117,3860,Title Only,2.00,23.00,468.00,20.00,6.00,1.00,45.00
17-506118,3863,Title Only,2.00,32.00,609.00,23.00,5.00,1.00,45.00
17-506119,3863,LCP & Sub-Escrow,0.00,25.00,231.00,0.00,5.00,1.00,45.00
17-506120,3863,Title Only,0.00,49.00,423.00,2.00,7.00,1.00,45.00
2301-202977,3863,Title and Escrow,1.00,79.00,1142.00,18.00,31.00,0.00,26.00
17-506122,3863,Title & Sub-Escrow,1.00,50.00,890.00,18.00,21.00,0.00,78.00
17-506123,3860,Title Only,2.00,58.00,876.00,24.00,32.00,0.00,78.00
17-506124,3860,Title & Sub-Escrow,2.00,31.00,406.00,24.00,12.00,1.00,45.00
2301-202978,3860,Title and Escrow,0.00,93.00,1510.00,25.00,38.00,0.00,134.00
17-506127,3860,Title Only,1.00,96.00,1201.00,23.00,38.00,0.00,80.00
2301-202979,3860,Title and Escrow,0.00,90.00,1458.00,18.00,42.00,0.00,50.00
17-506129,3862,LCP & Sub-Escrow,1.00,52.00,893.00,5.00,28.00,0.00,24.00
17-506130,3863,LCP - Title Only,1.00,25.00,362.00,6.00,4.00,1.00,45.00
2301-202980,3860,Title and Escrow,1.00,73.00,1203.00,20.00,47.00,0.00,37.00
17-506131,3863,Title & Sub-Escrow,1.00,66.00,696.00,18.00,26.00,1.00,45.00
17-506132,3863,Title Only,0.00,18.00,245.00,2.00,2.00,1.00,45.00
17-506135,3860,Title Only,0.00,24.00,275.00,2.00,7.00,1.00,45.00
17-506138,3860,Title Only,1.00,58.00,844.00,24.00,27.00,0.00,121.00
2301-202982,3863,Title and Escrow,0.00,98.00,1479.00,26.00,59.00,0.00,36.00
17-506140,3860,TSG - Trustee Sale Guarantee,3.00,25.00,569.00,16.00,12.00,0.00,14.00
17-506141,3860,TSG - Trustee Sale Guarantee,3.00,20.00,505.00,13.00,10.00,0.00,14.00
17-506142,3863,LCP - Title Only,1.00,33.00,548.00,5.00,16.00,0.00,32.00
2301-202984,3860,Title and Escrow,1.00,75.00,1207.00,21.00,45.00,0.00,29.00
17-506143,3863,Title Only,1.00,44.00,696.00,18.00,22.00,0.00,28.00
17-506144,3860,Property Report / O&E - Title Only,1.00,24.00,264.00,4.00,4.00,0.00,109.00
17-506145,3863,Title & Full Escrow,1.00,42.00,365.00,17.00,8.00,1.00,45.00
17-506146,3860,Property Report / O&E - Title Only,1.00,25.00,280.00,5.00,5.00,0.00,109.00
17-506147,3863,Property Report / O&E - Title Only,1.00,33.00,547.00,6.00,9.00,0.00,29.00
17-506148,3863,Title Only,1.00,52.00,939.00,17.00,19.00,0.00,50.00
17-506149,3860,Property Report / O&E - Title Only,2.00,40.00,592.00,4.00,15.00,0.00,37.00
17-506150,3860,Property Report / O&E - Title Only,1.00,39.00,559.00,3.00,10.00,0.00,107.00
17-506151,3863,Title Only,2.00,34.00,723.00,23.00,16.00,0.00,67.00
17-506152,3860,Property Report / O&E - Title Only,1.00,24.00,266.00,3.00,4.00,0.00,109.00
17-506153,3860,Property Report / O&E - Title Only,1.00,39.00,559.00,3.00,10.00,0.00,78.00
17-506154,3860,Property Report / O&E - Title Only,1.00,38.00,532.00,4.00,10.00,0.00,52.00
17-506155,3863,Title Only,1.00,56.00,1019.00,17.00,22.00,0.00,32.00
2301-202986,3863,Title and Escrow,1.00,72.00,1134.00,20.00,29.00,0.00,32.00
